file,emotion,intensity,statement,actor
1057_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1057
1074_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1074
1008_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1008
1046_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1046
1003_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1003
1056_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1056
1055_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1055
1033_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1033
1090_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1090
1044_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1044
1044_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1044
1080_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1080
1078_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1078
1089_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1089
1063_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1063
1034_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1034
1072_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1072
1024_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1024
1079_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1079
1084_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1084
1009_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1009
1043_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1043
1029_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1029
1050_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1050
1049_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1049
1041_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1041
1056_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1056
1030_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1030
1060_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1060
1004_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1004
1083_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1083
1066_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1066
1075_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1075
1091_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1091
1026_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1026
1067_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1067
1019_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1019
1071_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1071
1064_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1064
1033_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1033
1013_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1013
1073_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1073
1007_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1007
1043_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1043
1008_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1008
1064_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1064
1026_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1026
1072_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1072
1057_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1057
1083_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1083
1003_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1003
1014_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1014
1090_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1090
1004_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1004
1047_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1047
1078_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1078
1078_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1078
1082_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1082
1065_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1065
1030_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1030
1022_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1022
1033_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1033
1090_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1090
1055_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1055
1019_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1019
1049_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1049
1047_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1047
1039_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1039
1017_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1017
1051_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1051
1053_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1053
1044_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1044
1013_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1013
1029_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1029
1067_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1067
1053_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1053
1005_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1005
1006_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1006
1083_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1083
1035_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1035
1017_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1017
1032_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1032
1066_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1066
1032_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1032
1025_MTI_HAP_XX.wav,happy,unspecified,Maybe tomorrow it will be cold,1025
1025_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1025
1036_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1036
1085_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1085
1076_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1076
1086_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1086
1088_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1088
1059_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1059
1047_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1047
1037_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1037
1022_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1022
1001_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1001
1004_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1004
1026_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1026
1025_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1025
1088_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1088
1037_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1037
1025_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1025
1051_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1051
1032_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1032
1043_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1043
1002_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1002
1086_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1086
1063_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1063
1074_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1074
1077_IWW_NEU_XX.wav,neutral,unspecified,I wonder what this is about,1077
1044_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1044
1049_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1049
1018_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1018
1049_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1049
1034_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1034
1009_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1009
1027_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1027
1014_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1014
1013_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1013
1084_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1084
1055_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1055
1050_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1050
1059_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1059
1055_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1055
1078_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1078
1084_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1084
1079_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1079
1086_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1086
1085_ITH_NEU_XX.wav,neutral,unspecified,I think I have a doctor's appointment,1085
1073_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1073
1087_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1087
1006_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1006
1021_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1021
1073_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1073
1006_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1006
1010_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1010
1082_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1082
1061_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1061
1052_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1052
1047_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1047
1087_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1087
1045_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1045
1008_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1008
1084_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1084
1050_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1050
1039_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1039
1091_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1091
1087_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1087
1033_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1033
1040_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1040
1086_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1086
1080_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1080
1073_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1073
1056_ITH_NEU_XX.wav,neutral,unspecified,I think I have a doctor's appointment,1056
1003_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1003
1017_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1017
1002_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1002
1023_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1023
1080_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1080
1084_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1084
1066_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1066
1042_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1042
1080_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1080
1025_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1025
1074_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1074
1026_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1026
1043_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1043
1012_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1012
1053_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1053
1005_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1005
1012_MTI_DIS_XX.wav,disgust,unspecified,Maybe tomorrow it will be cold,1012
1076_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1076
1047_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1047
1020_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1020
1061_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1061
1011_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1011
1070_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1070
1006_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1006
1024_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1024
1021_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1021
1055_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1055
1006_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1006
1058_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1058
1075_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1075
1081_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1081
1071_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1071
1015_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1015
1025_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1025
1051_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1051
1068_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1068
1065_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1065
1079_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1079
1052_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1052
1077_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1077
1020_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1020
1071_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1071
1014_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1014
1084_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1084
1064_IWL_NEU_XX.wav,neutral,unspecified,I would like a new alarm clock,1064
1084_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1084
1005_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1005
1066_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1066
1049_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1049
1068_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1068
1031_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1031
1002_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1002
1002_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1002
1085_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1085
1015_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1015
1055_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1055
1005_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1005
1009_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1009
1042_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1042
1006_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1006
1074_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1074
1060_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1060
1065_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1065
1062_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1062
1078_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1078
1009_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1009
1027_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1027
1058_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1058
1057_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1057
1068_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1068
1090_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1090
1088_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1088
1045_MTI_HAP_XX.wav,happy,unspecified,Maybe tomorrow it will be cold,1045
1008_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1008
1075_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1075
1023_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1023
1017_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1017
1038_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1038
1031_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1031
1020_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1020
1083_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1083
1046_IWW_NEU_XX.wav,neutral,unspecified,I wonder what this is about,1046
1005_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1005
1031_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1031
1053_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1053
1026_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1026
1023_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1023
1063_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1063
1040_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1040
1060_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1060
1061_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1061
1069_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1069
1015_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1015
1066_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1066
1057_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1057
1082_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1082
1028_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1028
1076_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1076
1014_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1014
1043_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1043
1051_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1051
1010_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1010
1074_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1074
1068_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1068
1060_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1060
1072_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1072
1004_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1004
1076_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1076
1064_ITH_DIS_XX.wav,disgust,unspecified,I think I have a doctor's appointment,1064
1021_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1021
1042_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1042
1010_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1010
1085_MTI_DIS_XX.wav,disgust,unspecified,Maybe tomorrow it will be cold,1085
1027_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1027
1078_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1078
1032_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1032
1010_MTI_HAP_XX.wav,happy,unspecified,Maybe tomorrow it will be cold,1010
1065_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1065
1079_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1079
1084_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1084
1082_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1082
1009_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1009
1047_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1047
1085_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1085
1040_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1040
1010_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1010
1012_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1012
1051_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1051
1069_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1069
1084_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1084
1067_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1067
1061_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1061
1017_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1017
1034_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1034
1005_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1005
1024_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1024
1030_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1030
1040_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1040
1012_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1012
1044_IWW_NEU_XX.wav,neutral,unspecified,I wonder what this is about,1044
1047_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1047
1065_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1065
1043_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1043
1013_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1013
1039_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1039
1053_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1053
1049_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1049
1012_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1012
1010_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1010
1069_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1069
1085_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1085
1017_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1017
1076_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1076
1035_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1035
1020_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1020
1034_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1034
1071_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1071
1023_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1023
1009_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1009
1080_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1080
1003_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1003
1020_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1020
1037_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1037
1042_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1042
1021_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1021
1018_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1018
1074_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1074
1050_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1050
1050_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1050
1010_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1010
1076_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1076
1053_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1053
1024_ITH_DIS_XX.wav,disgust,unspecified,I think I have a doctor's appointment,1024
1090_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1090
1035_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1035
1054_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1054
1091_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1091
1069_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1069
1041_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1041
1071_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1071
1075_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1075
1020_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1020
1056_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1056
1007_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1007
1052_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1052
1042_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1042
1073_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1073
1049_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1049
1079_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1079
1011_ITH_NEU_XX.wav,neutral,unspecified,I think I have a doctor's appointment,1011
1004_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1004
1057_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1057
1043_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1043
1088_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1088
1023_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1023
1032_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1032
1089_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1089
1050_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1050
1032_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1032
1064_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1064
1089_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1089
1012_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1012
1010_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1010
1045_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1045
1059_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1059
1075_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1075
1003_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1003
1076_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1076
